0;0;0;0;land;false;plains;0
1;0;66;31;land;false;plains;2
2;0;77;33;land;true;plains;4
3;0;89;43;land;false;plains;2
4;0;102;49;land;false;plains;2
5;0;111;52;land;false;plains;2
6;0;121;57;land;false;plains;2
7;0;123;58;land;true;urban;2
8;0;132;63;land;false;urban;2
9;0;147;70;land;true;urban;2
10;0;153;72;land;false;plains;2
11;0;157;74;land;false;hills;2
12;0;168;26;land;false;hills;3
13;0;170;81;land;false;hills;2
14;0;185;88;land;false;plains;2
15;0;191;91;land;false;forest;2
16;0;198;94;land;false;plains;2
17;0;213;101;land;true;plains;2
18;0;230;109;land;false;hills;2
19;0;240;114;land;true;forest;2
20;0;255;121;land;true;hills;2
21;1;56;29;land;false;hills;1
22;1;61;31;land;false;plains;1
23;1;69;4;land;true;plains;7
24;1;69;35;land;false;forest;1
25;1;71;36;land;false;plains;1
26;1;75;38;land;false;hills;1
27;1;78;39;land;false;plains;1
28;1;82;41;land;false;urban;1
29;1;86;44;land;false;hills;1
30;1;92;47;land;false;plains;1
31;1;95;48;land;false;plains;1
32;1;97;49;land;false;plains;1
33;1;99;50;land;false;forest;1
34;1;103;52;land;false;plains;1
35;1;105;6;land;false;plains;7
36;1;112;56;land;false;urban;1
37;1;118;60;land;false;forest;1
38;1;120;61;land;false;plains;1
39;1;122;62;land;false;mountain;1
40;1;129;65;land;false;mountain;1
41;1;131;66;land;false;plains;1
42;1;133;67;land;false;forest;1
43;1;139;70;land;false;hills;1
44;1;141;71;land;false;plains;1
45;1;143;72;land;false;forest;1
46;1;146;73;land;false;mountain;1
47;1;150;75;land;false;plains;1
48;1;152;77;land;false;forest;1
49;1;154;78;land;false;hills;1
50;1;156;79;land;false;hills;1
51;1;163;82;land;false;plains;1
52;1;165;83;land;false;forest;1
53;1;173;87;land;false;plains;1
54;1;175;88;land;false;plains;1
55;1;180;77;land;false;forest;4
56;1;182;91;land;false;plains;1
57;1;188;95;land;false;hills;1
58;1;190;96;land;false;plains;1
59;1;194;98;land;false;hills;1
60;1;199;100;land;false;plains;1
61;1;203;102;land;true;plains;1
62;1;205;103;land;false;hills;1
63;1;207;104;land;false;plains;1
64;1;209;105;land;false;plains;1
65;1;214;107;land;false;hills;1
66;1;218;109;land;false;mountain;1
67;1;226;114;land;false;plains;1
68;1;228;115;land;true;forest;1
69;1;231;116;land;false;plains;1
70;1;237;119;land;true;urban;1
71;1;248;124;land;false;forest;1
72;1;250;125;land;false;mountain;1
73;2;151;24;land;true;mountain;7
74;2;200;12;land;false;plains;7
75;3;173;114;land;false;hills;4
76;3;254;129;land;false;plains;1
77;4;53;6;land;true;plains;4
78;4;83;30;land;true;mountain;7
79;4;176;13;land;false;plains;7
80;4;247;162;land;true;urban;4
81;6;225;138;sea;false;ocean;0
82;6;255;124;land;false;plains;2
83;7;56;69;land;true;plains;2
84;7;114;112;sea;false;ocean;0
85;7;133;80;land;false;plains;3
86;7;226;101;land;false;plains;2
87;7;254;131;land;true;urban;1
88;9;20;130;sea;false;ocean;0
89;9;22;100;sea;false;ocean;0
90;9;52;100;sea;false;ocean;0
91;9;102;16;land;false;mountain;1
92;9;117;57;land;false;plains;7
93;10;139;209;sea;false;ocean;0
94;10;254;132;land;false;forest;1
95;11;7;129;sea;false;ocean;0
96;11;28;111;sea;false;ocean;0
97;11;134;66;land;false;hills;7
98;11;157;147;sea;false;ocean;0
99;12;31;201;sea;true;ocean;0
100;12;98;105;sea;false;ocean;0
101;12;133;133;land;false;plains;3
102;12;180;41;land;false;plains;3
103;12;237;220;sea;false;ocean;0
104;13;39;191;sea;true;ocean;0
105;13;120;142;sea;false;ocean;0
106;13;133;221;sea;true;ocean;0
107;13;134;155;sea;true;ocean;0
108;13;149;168;sea;true;ocean;0
109;13;164;81;land;false;plains;7
110;13;191;155;sea;true;ocean;0
111;14;182;22;land;true;plains;4
112;14;254;7;land;false;urban;4
113;15;46;153;sea;false;ocean;0
114;15;53;31;land;false;mountain;1
115;15;125;26;land;false;forest;1
116;15;225;41;land;true;urban;7
117;16;61;19;land;false;mountain;4
118;16;66;182;sea;false;ocean;0
119;16;71;139;sea;true;ocean;0
120;16;95;23;land;false;plains;1
121;16;146;22;land;false;forest;5
122;16;160;222;sea;false;ocean;0
123;16;171;209;sea;true;ocean;0
124;17;64;121;sea;true;ocean;0
125;17;100;38;land;true;forest;4
126;17;100;121;sea;false;ocean;0
127;17;108;47;land;false;mountain;1
128;17;134;164;sea;true;ocean;0
129;17;232;255;sea;false;ocean;0
130;17;255;130;land;true;urban;2
131;18;14;103;sea;false;ocean;0
132;18;14;107;sea;true;ocean;0
133;18;31;105;sea;true;ocean;0
134;18;90;28;land;false;hills;4
135;18;105;31;land;false;mountain;7
136;18;137;134;sea;true;ocean;0
137;18;150;94;land;false;plains;4
138;18;152;216;sea;false;ocean;0
139;18;164;180;sea;false;ocean;0
140;18;210;216;sea;false;ocean;0
141;18;254;136;land;false;plains;1
142;19;88;151;sea;false;ocean;0
143;19;101;136;sea;false;ocean;0
144;19;103;172;sea;false;ocean;0
145;19;136;31;land;false;mountain;5
146;19;162;40;land;false;mountain;7
147;19;165;242;sea;false;ocean;0
148;19;185;215;sea;true;ocean;0
149;19;202;160;sea;false;ocean;0
150;20;12;99;sea;false;ocean;0
151;20;23;135;sea;false;ocean;0
152;20;24;105;sea;false;ocean;0
153;20;39;211;sea;false;ocean;0
154;20;58;148;sea;false;ocean;0
155;20;64;214;sea;true;ocean;0
156;20;78;1;land;false;hills;7
157;20;86;26;land;true;mountain;7
158;20;103;139;sea;true;ocean;0
159;20;108;141;sea;true;ocean;0
160;20;109;24;land;false;mountain;1
161;20;118;60;land;false;plains;4
162;20;126;214;sea;false;ocean;0
163;20;133;216;sea;false;ocean;0
164;20;153;13;land;true;urban;4
165;20;162;177;sea;false;ocean;0
166;20;169;28;land;false;hills;7
167;20;191;205;sea;false;ocean;0
168;20;254;137;land;true;urban;1
169;21;14;88;sea;false;ocean;0
170;21;21;183;sea;false;ocean;0
171;21;26;183;sea;false;ocean;0
172;21;41;183;sea;false;ocean;0
173;21;45;176;sea;true;ocean;0
