1;0;2741.00;10.10;443.00;0.00;0.44
2;0;2132.00;11.15;845.00;0.00;0.36
3;0;2736.00;10.10;425.00;0.00;0.28
4;0;2727.00;10.10;426.00;0.00;0.24
5;0;2724.00;10.10;401.00;0.00;0.36
6;0;2729.00;10.00;440.00;0.00;0.32
7;0;2710.00;9.90;424.00;0.00;0.32
8;0;2719.00;10.10;422.00;0.00;0.28
9;0;2711.00;10.10;404.00;0.00;0.36
10;0;2742.00;10.10;448.00;0.00;0.24
11;0;2724.00;10.20;367.00;0.00;0.20
12;0;2478.00;10.45;760.00;0.00;0.28
13;0;2725.00;10.20;377.00;0.00;0.32
14;0;2746.00;10.20;368.00;0.00;0.24
15;0;2641.00;11.40;372.00;0.00;0.24
16;0;2746.00;10.10;358.00;0.00;0.28
17;0;2725.00;9.90;356.00;0.00;0.32
18;0;2705.00;10.30;370.00;0.00;0.28
19;0;2643.00;11.50;363.00;0.00;0.24
20;0;2691.00;9.90;355.00;0.00;0.32
21;0;3121.00;13.65;556.00;0.00;0.32
22;0;3139.00;11.20;519.00;0.00;0.28
23;0;1744.00;10.30;1274.00;0.00;0.36
24;0;3084.00;12.60;519.00;0.00;0.44
25;0;3102.00;10.45;485.00;0.00;0.28
26;0;3150.00;13.55;540.00;0.00;0.36
27;0;3258.00;10.50;504.00;0.00;0.32
28;0;3168.00;10.40;503.00;0.00;0.24
29;0;3232.00;11.55;547.00;0.00;0.36
30;0;3202.00;10.10;520.00;0.00;0.28
31;0;3130.00;11.75;529.00;0.00;0.28
32;0;3201.00;10.60;537.00;0.00;0.28
33;0;3087.00;11.72;510.00;0.00;0.20
34;0;3240.00;10.15;489.00;0.00;0.36
35;0;1762.00;11.00;1285.00;0.00;0.32
36;0;3152.00;10.70;508.00;0.00;0.32
37;0;3084.00;13.15;532.00;0.00;0.32
38;0;3061.00;13.27;481.00;0.00;0.24
39;0;3200.00;12.80;574.00;0.00;0.28
40;0;3242.00;14.90;571.00;0.00;0.40
41;0;3225.00;10.20;481.00;0.00;0.24
42;0;3295.00;11.47;478.00;0.00;0.24
43;0;3132.00;13.77;540.00;0.00;0.24
44;0;3105.00;10.20;498.00;0.00;0.36
45;0;3082.00;12.32;495.00;0.00;0.40
46;0;3176.00;13.00;565.00;0.00;0.44
47;0;3154.00;11.07;521.00;0.00;0.36
48;0;3101.00;15.15;531.00;0.00;0.24
49;0;3242.00;12.72;552.00;0.00;0.28
50;0;3093.00;13.27;556.00;0.00;0.32
51;0;3189.00;10.65;532.00;0.00;0.28
52;0;3115.00;13.10;532.00;0.00;0.28
53;0;3130.00;10.60;499.00;0.00;0.36
54;0;3218.00;10.90;540.00;0.00;0.44
55;0;2153.00;12.55;840.00;0.00;0.24
56;0;3190.00;11.07;544.00;0.00;0.28
57;0;3164.00;15.95;557.00;0.00;0.24
58;0;3247.00;10.20;518.00;0.00;0.28
59;0;3077.00;13.90;547.00;0.00;0.24
